,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
708,2018-11-06,Alabama,0,4,4,Four people were injured in a shooting after a verbal altercation. Three suspects were arrested.,11,2018,1,45,2018 - 45
709,2018-11-06,Florida,5,1,6,"After barricading himself and his four children in a home for nearly 24 hours, a man shot and wounded a police officer before killing the four children and himself.",11,2018,1,45,2018 - 45
710,2019-11-06,Colorado,0,4,4,Four people were wounded in an overnight shooting; the victims were self-transported to the hospital for treatment.,11,2019,2,45,2019 - 45
711,2019-11-06,Georgia,2,2,4,Police responded to a scene and discovered two men deceased and two others injured.,11,2019,2,45,2019 - 45
712,2020-11-06,"Washington, D.C.",0,7,7,Seven people including two juveniles were wounded in the Trinidad neighborhood of DC. Officers discovered the victims after hearing gunshots in the early morning.,11,2020,4,45,2020 - 45
713,2020-11-06,Virginia,0,4,4,Shortly after midnight responding officers discovered two men wounded by gunfire. Another man and a woman were taken to the hospital in private vehicles.,11,2020,4,45,2020 - 45
714,2020-11-06,Louisiana,6,0,6,"A mother killed her neighbor, and four children aged 12, 8, and 5-years-old and a 5-month-old infant, before committing suicide in a murder-suicide.",11,2020,4,45,2020 - 45
715,2020-11-06,Texas,2,4,6,"Two men were killed, and three men and a 13-year-old were wounded in a drive-by shooting while standing in an apartment complex parking lot.",11,2020,4,45,2020 - 45
716,2021-11-06,Texas,0,5,5,"A shooting left five people injured, including a four-year-old girl.",11,2021,5,44,2021 - 44
717,2021-11-06,Washington,2,2,4,Two people were killed and two others hurt in a shooting in White Center near West Seattle.,11,2021,5,44,2021 - 44
718,2021-11-06,Georgia,1,7,8,One person was killed and seven others wounded in a shooting at a housing project.,11,2021,5,44,2021 - 44
719,2021-11-06,North Carolina,1,3,4,A shooting left one man dead and four others injured.,11,2021,5,44,2021 - 44
720,2018-11-07,Texas,0,4,4,Four people were injured in a drive-by shooting while they were inside their car at restaurant.,11,2018,2,45,2018 - 45
721,2018-11-07,Florida,0,4,4,"Gunmen injured four people—two inside a mobile home, and two in separate vehicles outside of the home.",11,2018,2,45,2018 - 45
722,2019-11-07,Texas,0,4,4,"Four suspects got into a gunfight, wounding four teenagers in a common area at an apartment complex.",11,2019,3,45,2019 - 45
723,2020-11-07,New York,0,6,6,Responding officers to an early morning block party arrived to gunfire. Two wounded individuals were identified at the party and four others were identified at local hospitals.,11,2020,5,45,2020 - 45
724,2020-11-07,Delaware,0,5,5,Four teenagers aged between 15 and 13-years-old and 10-year-old child were wounded. Someone opened fire on a playground late at night.,11,2020,5,45,2020 - 45
725,2021-11-07,Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.,11,2021,6,44,2021 - 44
726,2018-11-08,Colorado,1,3,4,"After being kicked out of a sports bar following several fights, a man returned with a gun and killed a bartender. Three others were wounded by gunfire. The shooter was taken into custody.",11,2018,3,45,2018 - 45
727,2018-11-08,California,1,4,5,One person was killed and four others were shot in an early-morning shooting in the Crocker-Amazon neighborhood of San Francisco.,11,2018,3,45,2018 - 45
728,2018-11-08,Ohio,0,4,4,Two adults and two children were wounded in a shooting at a party at a park in north Columbus.,11,2018,3,45,2018 - 45
729,2019-11-08,Illinois,0,6,6,Six people were injured when they were shot by a gunman in a car in Garfield Park.,11,2019,4,45,2019 - 45
730,2020-11-08,California,0,5,5,"Five people were wounded shortly after midnight outside of a warehouse in the Harbor Gateway neighborhood. The shooting occurred after an argument escalated, and an additional person was injured attempting to climb a fence.",11,2020,6,45,2020 - 45
731,2021-11-08,Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.,11,2021,0,45,2021 - 45
732,2020-11-09,Louisiana,0,5,5,"Five people were wounded at a large party, with one aged sixteen-years-old.",11,2020,0,46,2020 - 46
733,2021-11-09,New York,0,4,4,Responding officers found four men wounded.,11,2021,1,45,2021 - 45
734,2021-11-09,Illinois,1,3,4,A man was killed and three others injured in South Side drive-by shooting.,11,2021,1,45,2021 - 45
735,2021-11-09,New Jersey,0,4,4,Responding officers discovered two wounded from an early morning shooting. Two others arrived were identified at the hospital.,11,2021,1,45,2021 - 45
736,2021-11-09,Alabama,0,5,5,Five teenagers were wounded at a party at a local shopping center.,11,2021,1,45,2021 - 45
737,2021-11-09,Illinois,1,5,6,A woman was killed and four adults and a teenager wounded in a West Pullman drive-by while walking as a group.,11,2021,1,45,2021 - 45
738,2020-11-10,Georgia,0,4,4,Four people were wounded in an evening shooting at a downtown hotel. Additional guns and pills were discovered at the scene of the shooting.,11,2020,1,46,2020 - 46
739,2021-11-10,Georgia,0,6,6,"Three wounded were found by responding officers, a fourth flagged down officers and two others were found at local hospitals.",11,2021,2,45,2021 - 45
740,2018-11-11,Illinois,1,4,5,"Shooting of Jemel Roberson: A man re-entered a bar after being ejected and began to fire, wounding three people and becoming injured himself. Armed security guards apprehended the suspect. Responding officers saw one of the security guards with a gun, and shot and killed him.",11,2018,6,45,2018 - 45
741,2018-11-11,Arizona,3,3,5,Three people were killed and one injured when a man began firing at 5 individuals at a bar following a pool game. The suspect was arrested.,11,2018,6,45,2018 - 45
742,2019-11-11,Florida,0,4,4,Four people were shot randomly along a road.,11,2019,0,46,2019 - 46
743,2018-11-12,Louisiana,1,3,4,One person was killed and three others were wounded in a shooting just before midnight.,11,2018,0,46,2018 - 46
744,2021-11-12,Illinois,1,3,4,"Four adults were shot at a bowling alley at approximately 1 AM, killing a 23-year-old man.",11,2021,4,45,2021 - 45
745,2018-12-01,Tennessee,3,2,5,"A man wounded his stepmother and killed her two daughters before highjacking a car, killing the driver and wounding the passenger. A suspect was arrested after abandoning the car.",12,2018,5,48,2018 - 48
746,2018-12-03,California,0,4,4,Four people were injured when shots were fired through the garage door of the garage they were in.,12,2018,0,49,2018 - 49
747,2021-12-03,North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting.",12,2021,4,48,2021 - 48
748,2019-12-04,Illinois,0,4,4,Four people were injured in a shooting outside of a restaurant and bar.,12,2019,2,49,2019 - 49
749,2021-12-04,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car.",12,2021,5,48,2021 - 48
750,2021-12-04,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.,12,2021,5,48,2021 - 48
751,2021-12-04,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police.",12,2021,5,48,2021 - 48
752,2018-12-05,Nebraska,0,7,7,Seven people were wounded in a shooting.,12,2018,2,49,2018 - 49
753,2018-12-05,New Jersey,0,4,4,Four people were injured by gunfire in a shooting following a fight at a birthday party.,12,2018,2,49,2018 - 49
754,2021-12-05,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.,12,2021,6,48,2021 - 48
755,2018-12-06,New York,0,4,4,Four people were injured in a shooting in the Bronx.,12,2018,3,49,2018 - 49
756,2019-12-06,North Carolina,1,3,4,An adult male was killed at a party in a rented Airbnb; a teenager and two other adults were injured.,12,2019,4,49,2019 - 49
757,2020-12-06,New York,1,3,4,A 19-year-old woman was killed and a man and a two teenagers wounded at a local park in the Bronx late at night.,12,2020,6,49,2020 - 49
758,2020-12-06,Texas,0,8,8,"A man denied entry into a bar for being too drunk, stated ""Don't you know who I am?"" to the bouncer before leaving. He returned later with a rifle and opened fire injuring five women and three men.",12,2020,6,49,2020 - 49
759,2020-12-06,Pennsylvania,0,6,6,"Early in the morning five men and one woman were wounded after multiple men opened fire on a group in the Tioga neighborhood, causing the group to scatter and run away.",12,2020,6,49,2020 - 49
760,2021-12-06,Texas,1,13,14,"At least 14 people were shot in Downtown Austin in the early morning hours, leaving one dead. A suspect has been arrested while police are still looking for another.",12,2021,0,49,2021 - 49
761,2021-12-06,Ohio,3,4,7,Three men were killed while three women and another man were injured in the Kinsman neighborhood.,12,2021,0,49,2021 - 49
762,2021-12-06,Illinois,1,9,10,A shooting in Chatham on the South Side left one dead and nine injured.,12,2021,0,49,2021 - 49
763,2021-12-06,Ohio,0,4,4,Four people were wounded in a drive-by. Two of the victims were children caught in crossfire.,12,2021,0,49,2021 - 49
764,2018-12-07,Tennessee,0,5,5,Five people were wounded in a shooting near a community center. Police believe the shooting was spurred by an earlier fight over a dice game.,12,2018,4,49,2018 - 49
765,2020-12-07,Illinois,1,4,5,Four men were wounded and one killed in an early morning shooting. The group was standing in the street when a verbal altercation escalated with at least two shooters.,12,2020,0,50,2020 - 50
766,2020-12-07,Illinois,1,3,4,A man was killed and two other men and a woman were wounded in Englewood in the evening.,12,2020,0,50,2020 - 50
767,2020-12-07,Mississippi,2,3,5,"Two people were killed and three injured at a large outdoor hip hop concert in which potentially five separate guns were used. An additional three people were injured while attempting to flee, after being hit by cars.",12,2020,0,50,2020 - 50
768,2020-12-07,Michigan,0,5,5,Three women and two men were injured after someone opened fire outside an apartment complex. At the complex there was a large party happening with over 100 people present.,12,2020,0,50,2020 - 50
769,2020-12-07,New York,1,3,4,Two men opened fire on a late night cookout at the Raymond Bush Playground in Brooklyn. Three men were injured and an infant sitting in a stroller was killed.,12,2020,0,50,2020 - 50
770,2020-12-07,Louisiana,1,7,8,A man was killed and seven others injured in an early morning shooting outside an Exxon gas station.,12,2020,0,50,2020 - 50
771,2020-12-07,Florida,2,2,4,"Two men were killed in an early morning shooting at a party, with two others wounded.",12,2020,0,50,2020 - 50
772,2021-12-07,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.,12,2021,1,49,2021 - 49
773,2021-12-07,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.,12,2021,1,49,2021 - 49
774,2021-12-07,New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.,12,2021,1,49,2021 - 49
775,2021-12-07,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.,12,2021,1,49,2021 - 49
776,2018-12-08,California,4,1,5,A father killed three of his children and wounded the fourth before killing himself.,12,2018,5,49,2018 - 49
777,2018-12-08,Pennsylvania,0,4,4,A woman shot and injured four people in a street fight in the East Liberty neighborhood of Pittsburgh. She later turned herself in to police.,12,2018,5,49,2018 - 49
778,2019-12-08,North Carolina,3,1,4,"A man shot and killed his estranged wife and a man, then wounded another man before committing suicide.",12,2019,6,49,2019 - 49
779,2019-12-08,California,2,2,4,A police officer was killed and two were wounded after a suspect opened fire during a traffic stop. The suspect was killed by police.,12,2019,6,49,2019 - 49
780,2020-12-08,New Jersey,1,4,5,An eighteen-year-old was killed and four others wounded shortly after midnight.,12,2020,1,50,2020 - 50
781,2020-12-08,Ohio,1,3,4,A woman was killed and three others wounded in a drive by shooting in the early morning.,12,2020,1,50,2020 - 50
